timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554837654982,6381,Register,201,,Thread Group 1-621,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6381,0,167
1554837655395,5983,Register,201,,Thread Group 1-655,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5983,0,688
1554837654967,6425,Register,201,,Thread Group 1-620,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6425,0,174
1554837655555,5840,CreateNote,201,,Thread Group 1-70,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5840,0,483
1554837655578,6160,CreateNote,201,,Thread Group 1-77,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,6160,0,542
1554837655418,6324,Register,201,,Thread Group 1-662,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6324,0,704
1554837656021,5721,Register,201,,Thread Group 1-698,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5721,0,160
1554837655498,6250,Register,201,,Thread Group 1-682,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6250,0,621
1554837655504,6246,Register,201,,Thread Group 1-685,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6246,0,602
1554837655708,6052,CreateNote,201,,Thread Group 1-489,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,6045,0,398
1554837655873,5888,CreateNote,201,,Thread Group 1-160,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5888,0,300
1554837656102,5664,Register,201,,Thread Group 1-700,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5664,0,106
1554837655418,6959,Register,201,,Thread Group 1-661,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6959,0,704
1554837656154,6227,Register,201,,Thread Group 1-705,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,6227,0,86
1554837655745,6651,CreateNote,201,,Thread Group 1-159,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,6651,0,399
1554837655545,6857,CreateNote,201,,Thread Group 1-186,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,6851,0,573
1554837655535,6916,CreateNote,201,,Thread Group 1-120,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,6916,0,544
1554837654986,7465,Register,201,,Thread Group 1-622,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,7465,0,129
